HHid,Country,Region,Village,Latitude,Longitude,HHsizemembers,HHsizeMAE,HouseholdType,Head_EducationLevel,LandOwned,LandCultivated,LivestockHoldings,WorstFoodSecMonth,BestFoodSecMonth,NrofMonthsFoodInsecure,score_PPI,HFIAS_status,score_HDDSGoodSeason,HDDS_farmbasedGoodSeason,HDDS_purchasedGoodSeason,score_HDDSBadSeason,HDDS_farmbasedBadSeason,HDDS_purchasedBadSeason,total_income,offfarm_income,farm_income,valuefarmproduce,cropsales,valuecropproduce,valuecropconsumed,livestockprodsales,valuelivestockproduction,valuelivestockprodconsumed,FoodAvailability,FoodSelfSufficiency,TotalEnergyAvailable,FAEnergyBought,FAEnergyOffFarm,FAEnergyCropConsumption,FAEnergyCropSales,FAEnergyLivestockConsumption,FAEnergyLivestockSales,FAEnergyFarmBased,FAMarketOrientation,FALivestockOrientation,GHGEmissions,Gender_MaleControl,Gender_FemaleControl,Gender_MaleYouthControl,Gender_FemaleYouthControl,NFertInput,CropDiv,LivestockDiv
3872,Mali,Mafounè,Mankoina,12.87,-4.43,4,2.48,couple,No_school,1.5,3,1.7,n/a,nov,0,32,SeverelyFI,6,3,2,6,3,2,285.57,142.785,142.785,386.1,142.785,386.1,243.315,0,0,0,7379.455737,3114.670791,6679883.333,3860483.333,1930241.667,2819400,1930241.667,0,0,4749641.667,0.28896338,0,5545.228273,0.487658736,0,0.512341264,0,0,2,2
3873,Mali,Mafounè,Mankoina,12.88,-4.43,5,2.35,couple,No_school,2,3,2.36,n/a,nov,0,25,MildlyFI,6,3.5,2,6,3.5,2,993.103125,198.620625,794.4825,1238.295,628.5375,1072.35,443.8125,165.945,165.945,0,22069.53423,6417.790732,18930142.99,13425282.99,2685056.597,5502925,8496895.833,1935,2243330.555,16245086.39,0.567361081,0.118607955,11799.22483,0.000234325,8.32E-05,0.999599257,8.32E-05,42,4,5
3874,Mali,Mafounè,Mankoina,12.88,-4.43,5,3.25,couple,primary,2,4,5.8,aug,nov,2,29,SeverelyFI,8,6,1,1,0,1,299.984375,59.996875,239.9875,524.5,197.4375,481.95,284.5125,42.55,42.55,0,6515.131152,3096.505796,7728574.329,4055344.329,811068.8657,3293325,2669062.5,379905,575212.963,6917505.463,0.419776705,0.123582685,24034.15337,0.273956301,0.159678977,0.406685746,0.159678977,52.5,5,7
3875,Mali,Mafounè,Mankoina,12.87,-4.43,6,4.1,couple,primary,1,6,9.3,n/a,nov,0,42,FoodSecure,6,2,2.5,6,2,2.5,772.0078125,154.4015625,617.60625,1180.1625,553.78125,1116.3375,562.55625,63.825,63.825,0,11780.91257,4807.038924,17630135.66,10436401.91,2087280.382,6528093.75,7486302.083,665640,862819.4445,15542855.28,0.473571031,0.086695841,36773.21623,0.315615979,0.142158257,0.400067507,0.142158257,94.5,4,6
3876,Mali,Mafounè,Mankoina,12.87,-4.43,10,5.45,couple,primary,7,4,7.9,aug,oct,1,42,FoodSecure,6,6,0,2,2,0,702.205,0,702.205,1386.34,659.655,1343.79,684.135,42.55,42.55,0,8583.308934,3811.273596,17074347.3,9492771.296,0,7580286,8917558.333,1290,575212.963,17074347.3,0.555966863,0.033764275,38586.34535,0.320328581,0.101837673,0.398162327,0.179671419,115.5,4,7
3877,Mali,Mafounè,Mankoina,12.88,-4.43,8,3.75,couple,primary,2,2,2.05,aug,nov,1,36,SeverelyFI,10,6,4,1,1,0,6771.275,0,6771.275,9197.225,6750,9175.95,2425.95,21.275,21.275,0,76621.63031,9744.840183,104875856.5,91537606.48,0,13338250,91250000,0,287606.4815,104875856.5,0.872818679,0.002742352,8423.8817,0.16637635,0.332752701,0.166956983,0.333913966,8,4,5
3878,Mali,Mafounè,Mankoina,12.88,-4.43,6,3.68,woman_single,No_school,8,6,3.55,aug,nov,1,51,ModeratelyFI,8,6,1,1,0,1,202.5,0,202.5,687.726,202.5,687.726,485.226,0,0,0,5975.431805,3937.388326,8026200,2737500,0,5288700,2737500,0,0,8026200,0.341070494,0,9401.546556,0.165282823,0.330565646,0.16805051,0.336101021,64,5,6
3879,Mali,Mafounè,Mankoina,12.88,-4.43,5,3.78,woman_single,primary,7,5,1.94,aug,nov,1,44,SeverelyFI,8,6,1,2,0,0,193.81,0,193.81,732.235,164.025,702.45,538.425,29.785,29.785,0,4736.152116,2837.171124,6534469.074,2620024.074,0,3913155,2217375,1290,402649.0741,6534469.074,0.400954392,0.061816663,9363.174139,0.166666667,0.333333333,0.166666667,0.333333333,400,4,5
3880,Mali,Mafounè,Mankoina,12.88,-4.43,51,28.23,couple,primary,11,11,11.18,aug,nov,1,32,MildlyFI,8,4,2,4,3,1,135764.8725,0,135764.8725,137045.685,135713.8125,136994.625,1280.8125,51.05999999,51.05999999,0,179324.1432,1204.107405,1847747006,1835339943,0,12393625,1834649688,13437.5,690255.5554,1847747006,0.993285302,0.000380838,79837.46097,0.167332336,0.167332336,0.332667664,0.332667664,136,6,7
3881,Mali,Mafounè,Mankoina,12.87,-4.43,5,2.1,couple,secondary,NA,5.5,2.7,aug,nov,3,22,SeverelyFI,10,6.5,3.5,2,0.5,1.5,276.75,55.35,221.4,692.55,221.4,692.55,471.15,0,0,0,11228.64971,6347.697326,8606760,3741250,748250,4864220,2993000,1290,0,7858510,0.347749908,0.000149882,4471.441485,0.41781315,0.059075851,0.464035148,0.059075851,21,2,4
3882,Mali,Mafounè,Mankoina,12.87,-4.43,16,7.45,couple,NA,NA,4,4.52,aug,oct,5,24,SeverelyFI,7,4,3,2,0.5,1.5,405,202.5,202.5,542.457,202.5,542.457,339.957,0,0,0,3538.402133,1524.979314,9621800,5475000,2737500,4146800,2737500,0,0,6884300,0.284510175,0,24139.30834,0.392767017,0.003871726,0.599489531,0.003871726,0.42,3,6
3883,Mali,Mafounè,Mankoina,12.88,-4.43,8,4.45,couple,primary,12,5.5,2.46,aug,oct,3,41,SeverelyFI,7,5,2,2,1,1,213.351,42.6702,170.6808,541.893,119.6208,490.833,371.2122,51.05999999,51.05999999,0,3993.867597,2218.162229,6487039.444,2884189.444,576837.8888,3602850,1617096,0,690255.5554,5910201.555,0.355686377,0.106405327,16785.67593,0.001064057,0,0.998935943,0,0,3,5
3884,Mali,Mafounè,Mankoina,12.86,-4.43,10,5.38,couple,primary,NA,8.5,2.15,aug,nov,2,32,SeverelyFI,8,4,4,2,0.5,1.5,87.11875,17.42375,69.695,330.1505,48.42,308.8755,260.4555,21.275,21.275,0,2012.176725,1412.433162,3951311.435,1177716.435,235543.287,2772950,654566.6667,645,287606.4815,3715768.148,0.238445682,0.072950838,10416.39437,0.001006426,0,0.500009769,0.498983804,0,2,4
3885,Mali,Mafounè,Mankoina,12.87,-4.43,8,4.35,couple,primary,6,6,1.94,aug,oct,3,40,SeverelyFI,7,4,3,2,1,1,83.8125,16.7625,67.05,354.825,67.05,354.825,287.775,0,0,0,2565.854721,1852.253188,4073935.833,1133020.833,226604.1667,2940915,906416.6667,0,0,3847331.667,0.22249164,0,5827.523339,0.480656931,0.00895919,0.501424689,0.00895919,94.5,5,4
3886,Mali,Mafounè,Mankoina,12.88,-4.43,17,10.48,couple,primary,7,7,3.9,sep,oct,1,41,SeverelyFI,4,3,1,2,0,2,2576.6175,1288.30875,1288.30875,1776.795,1224.48375,1712.97,488.48625,63.825,63.825,0,9804.066817,698.1242811,37502516.39,34832051.39,17416025.69,2670465,16553206.25,0,862819.4445,20086490.69,0.464396189,0.023006975,13382.14061,0.497279325,0,0.502720675,0,52.5,5,5
3887,Mali,Mafounè,Mankoina,12.87,-4.43,5,2.45,couple,primary,8,6,2.8,n/a,oct,0,49,ModeratelyFI,5,3,2,5,3,2,204.24,102.12,102.12,585.87,0,483.75,483.75,102.12,102.12,0,9949.759264,6862.23092,8897572.222,2761022.222,1380511.111,5807000,0,329550,1380511.111,7517061.111,0.155155932,0.192194125,14241.92071,0.000296393,0,0.999703607,0,10.5,3,6
3888,Mali,Mafounè,Mankoina,12.87,-4.42,9,5.3,couple,primary,3,7,5.35,n/a,sep,0,55,MildlyFI,5,3,2,5,3,2,265.78125,0,265.78125,705.375,265.78125,705.375,439.59375,0,0,0,4747.457353,2890.146033,9183956.25,3592968.75,0,5261437.5,3592968.75,329550,0,9183956.25,0.391222329,0.035883228,21779.49399,0.499689051,0,0.500310949,0,157.5,4,7
3889,Mali,Mafounè,Mankoina,12.87,-4.42,6,3.6,couple,primary,4,4,2.73,sep,oct,1,50,ModeratelyFI,5,2,3,1,0,1,180,90,90,817.875,90,817.875,727.875,0,0,0,8540.208016,6688.356164,11221833.33,2433333.333,1216666.667,8788500,1216666.667,0,0,10005166.67,0.108419599,0,12592.66307,0.413629384,0.033808864,0.484944025,0.067617727,0,1,6
3890,Mali,Mafounè,Mankoina,12.87,-4.43,11,4.33,couple,primary,NA,3,2.4,aug,nov,1,44,ModeratelyFI,6,2,4,1,0,1,1059.6,529.8,529.8,820.725,274.5,565.425,290.925,255.3,255.3,0,11306.24646,2242.864374,17868957.22,14324222.22,7162111.111,3542800,3710833.333,1935,3451277.778,10706846.11,0.400813043,0.193252059,7803.939991,0.495193905,0,0.504806095,0,10.5,1,5
3891,Mali,Mafounè,Mankoina,12.87,-4.43,9,4.2,couple,secondary,1,5,4.05,aug,dec,2,39,SeverelyFI,6,2,4,0,0,0,67.93499999,0,67.93499999,616.935,16.875,565.875,549,51.05999999,51.05999999,0,4986.304994,4387.23092,7644005.555,918380.5554,0,6725625,228125,0,690255.5554,7644005.555,0.120143889,0.090300243,12888.19416,0.489476648,0,0.510523352,0,60,6,6
3892,Mali,Mafounè,Mankoina,12.88,-4.43,11,5.2,couple,No_school,1,6,0,aug,dec,2,41,SeverelyFI,1,0,1,0,0,0,55.35,0,55.35,290.925,55.35,290.925,235.575,0,0,0,1774.459958,1380.229189,3367925,748250,0,2619675,748250,0,0,3367925,0.222169437,0,210.984,0.445663681,0,0.554336319,0,23,5,0
3893,Mali,Mafounè,Mankoina,12.88,-4.43,10,5.85,couple,primary,NA,3,4.99,aug,dec,2,53,FoodSecure,9,2,7,7,0,0,54,0,54,553.5,54,553.5,499.5,0,0,0,2430.862897,2088.982555,5190500,730000,0,4460500,730000,0,0,5190500,0.140641557,0,23174.59019,0.439314431,0,0.560685569,0,1,7,7
3894,Mali,Mafounè,Mankoina,12.88,-4.43,6,3.3,man_single,primary,1,3,1.5,aug,dec,3,58,SeverelyFI,0,0,0,0,0,0,0.3375,0,0.3375,335.475,0.3375,335.475,335.1375,0,0,0,3419.939809,3416.15193,4119317.5,4562.5,0,4114755,4562.5,0,0,4119317.5,0.001107586,0,3656.130828,0.416887078,0,0.583112922,0,23,4,2
3895,Mali,Mafounè,Mankoina,12.88,-4.43,11,6.35,couple,No_school,1,3,4.3,aug,dec,3,32,SeverelyFI,0,0,0,1,0,0,67.5,0,67.5,292.5,67.5,292.5,225,0,0,0,1566.389818,1172.68903,3630500,912500,0,2718000,912500,0,0,3630500,0.25134279,0,19250.47826,0.149731407,0.299462815,0.183601926,0.367203852,0,4,3
3896,Mali,Mafounè,Mankoina,12.88,-4.43,12,7.2,couple,No_school,1,3,2.15,aug,dec,2,38,SeverelyFI,1,0,1,0,0,0,33.75,0,33.75,472.5,33.75,472.5,438.75,0,0,0,2036.149163,1862.538052,5351000,456250,0,4894750,456250,0,0,5351000,0.085264437,0,5231.621469,0.468072078,0,0.531927922,0,20,5,2
3897,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,12,7.55,together,primary,3,3,4.15,NA,NA,NA,46,SeverelyFI,5,1.5,3.5,NA,NA,NA,3036.379808,0,3036.379808,32242.75962,3030,3030,0,6.379807692,29212.75962,29206.37981,8.557877054,5528.279053,58958424.23,43723869.23,0,0,43632000,15234555,91869.23077,58958424.23,0.741605119,0.259953084,19637.88476,0.5,0.5,NA,NA,0,3,3
3898,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,3,2.55,together,primary,3,3,2.95,NA,NA,NA,69,ModeratelyFI,5,0,5,NA,NA,NA,1980,396,1584,1584,1584,1584,0,0,0,0,12.25334408,0,28512000,28512000,5702400,0,22809600,0,0,22809600,0.8,0,2077.100009,0.5,0.5,NA,NA,0,5,3
3899,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,3.9,together,illiterate,0,3,5.4,NA,NA,NA,56,SeverelyFI,1,0,1,NA,NA,NA,670,0,670,670,670,670,0,0,0,0,2.711064278,0,9648000,9648000,0,0,9648000,0,0,9648000,1,0,3964.90816,0.5,0.5,NA,NA,0,2,2
3900,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,2.8,together,primary,0,3.5,1.05,NA,NA,NA,50,FoodSecure,3,1,2,NA,NA,NA,2314.6875,0,2314.6875,3779.375,2310,2310,0,4.6875,1469.375,1464.6875,13.40494521,898.3708415,34249635,33331500,0,0,33264000,918135,67500,34249635,0.973192853,0.028777971,6687.420106,0.5,0.5,NA,NA,0,2,2
3901,Cambodia,OuYaDav,Le,13.52,107.43,7,5.45,together,illiterate,0,3.5,10,NA,NA,NA,69,SeverelyFI,6,1.5,4.5,NA,NA,NA,1000,0,1000,1000,1000,1000,0,0,0,0,2.895563655,0,14400000,14400000,0,0,14400000,0,0,14400000,1,0,54935.08003,0.5,0.5,NA,NA,0,2,2
3902,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,3,2.3,together,illiterate,0,1.5,0.35,NA,NA,NA,53,ModeratelyFI,3,1.5,1.5,NA,NA,NA,787.5,0,787.5,787.5,787.5,787.5,0,0,0,0,5.4032162,0,11340000,11340000,0,0,11340000,0,0,11340000,1,0,2610.590394,0.5,0.5,NA,NA,0,2,2
3903,Cambodia,OuYaDav,Le,13.46,107.05,7,4.6,together,illiterate,10,10,4.6,NA,NA,NA,61,FoodSecure,NA,NA,NA,NA,NA,NA,4250,0,4250,4250,4250,4250,0,0,0,0,14.58010721,0,61200000,61200000,0,0,61200000,0,0,61200000,1,0,30533.83612,0.5,0.5,NA,NA,0,3,3
3904,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,3.1,together,primary,0,1,2.1,NA,NA,NA,44,ModeratelyFI,8,1.5,6.5,NA,NA,NA,10500,9450,1050,1050,1050,1050,0,0,0,0,53.45117101,0,151200000,151200000,136080000,0,15120000,0,0,15120000,0.1,0,6743.59944,0.5,0.5,NA,NA,0,1,1
3905,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,9,6.3,together,primary,0,5,6.09,NA,NA,NA,44,SeverelyFI,5,1.5,3.5,NA,NA,NA,1914.666667,0,1914.666667,2664.666667,1885,2635,750,29.66666667,29.66666667,0,6.674703196,4696.67319,38371200,27571200,0,10800000,27144000,0,427200,38371200,0.718538904,0.01113335,13468.89013,0.5,0.5,NA,NA,0,3,2
3906,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,2,1.55,together,literate,6,6,3,NA,NA,NA,52,SeverelyFI,3,1,2,NA,NA,NA,4773.115,0,4773.115,4790.951538,4773.115,4773.115,0,0,17.83653846,17.83653846,48.83804224,605.3026955,69075306,68732856,0,0,68732856,342450,0,69075306,0.995042367,0.004957633,10833.30741,0.999938072,6.19E-05,NA,NA,0,4,2
3907,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,3,1.8,together,illiterate,2,2,0,NA,NA,NA,47,ModeratelyFI,3,1.5,1.5,NA,NA,NA,1550,0,1550,1550,1550,1550,0,0,0,0,13.5890411,0,22320000,22320000,0,0,22320000,0,0,22320000,1,0,2479.36,1,0,NA,NA,0,2,0
3908,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,2,1.25,together,illiterate,5.5,5.5,4.2,NA,NA,NA,53,SeverelyFI,6,1,5,NA,NA,NA,4713.195833,942.6391667,3770.556667,3770.556667,3740.89,3740.89,0,29.66666667,29.66666667,0,59.50248329,0,67870020,67870020,13574004,0,53868816,0,427200,54296016,0.8,0.006294384,15434.52215,0.5,0.5,NA,NA,0,3,3
3909,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,2,1.6,together,literate,2,2,8.4,NA,NA,NA,41,SeverelyFI,6,2,4,NA,NA,NA,3818.01,1909.005,1909.005,1918.38,1909.005,1909.005,0,0,9.375,9.375,37.88280411,564.2979452,55308894,54979344,27489672,0,27489672,329550,0,27819222,0.497020823,0.005958355,34778.49019,0,1,NA,NA,0,2,3
3910,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,4.3,together,illiterate,0,3,0,NA,NA,NA,50,SeverelyFI,3,1,2,NA,NA,NA,2988.056944,597.6113889,2390.445556,2390.445556,2390.445556,2390.445556,0,0,0,0,10.96604524,0,43028020,43028020,8605604,0,34422416,0,0,34422416,0.8,0,5239.5552,0.97917636,0.02082364,NA,NA,0,2,0
3911,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,2.3,together,primary,0,3.82,2.59,NA,NA,NA,37,ModeratelyFI,3,1,2,NA,NA,NA,2332.5,0,2332.5,2332.5,2332.5,2332.5,0,0,0,0,16.00381179,0,33588000,33588000,0,0,33588000,0,0,33588000,1,0,20829.0052,0.5,0.5,NA,NA,0,3,3
3912,Cambodia,OuYaDav,Le,13.52,107.43,7,5.1,together,illiterate,0,15,2.3,NA,NA,NA,47,MildlyFI,5,1,4,NA,NA,NA,6250,0,6250,6259.375,6250,6250,0,0,9.375,9.375,19.52807951,472.0923986,90878800,9.00E+07,0,0,9.00E+07,878800,0,90878800,0.990329978,0.009670022,24233.60837,0.579514739,0.420485261,NA,NA,0,6,2
3913,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,3,2.55,together,illiterate,0,4.5,8.4,NA,NA,NA,59,FoodSecure,8,4,4,NA,NA,NA,4733.777778,0,4733.777778,6841.581196,4708,6814.111111,2106.111111,25.77777778,27.47008547,1.692307692,31.32311792,5069.653505,72884980,68166400,0,4716000,67795200,2580,371200,72884980,0.935259912,0.005128354,11233.64353,0.5,0.5,NA,NA,0,5,3
3914,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,5,4.1,together,primary,0,4.5,1.7,NA,NA,NA,77,FoodSecure,5,0.5,4.5,NA,NA,NA,3325,665,2660,2660,2660,2660,0,0,0,0,12.79786168,0,47880000,47880000,9576000,0,38304000,0,0,38304000,0.8,0,14945.56069,0.335526316,0.664473684,NA,NA,0,3,2
3915,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,3,2.3,together,primary,0,5,0.7,NA,NA,NA,58,MildlyFI,5,1,4,NA,NA,NA,2248.088889,0,2248.088889,2249.781197,2238.2,2238.2,0,9.888888889,11.58119658,1.692307692,15.42587731,3.073257892,32375060,32372480,0,0,32230080,2580,142400,32375060,0.999920309,0.004478138,4712.196789,0.499950418,0.500049582,NA,NA,0,3,2
3916,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,2.85,together,illiterate,2,2,0.32,NA,NA,NA,46,MildlyFI,4,1,3,NA,NA,NA,1312.5,262.5,1050,1425,1050,1425,375,0,0,0,9.343907714,5191.059841,24300000,18900000,3780000,5400000,15120000,0,0,20520000,0.622222222,0,3310.938462,0.868421053,0.131578947,NA,NA,0,5,2
3917,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,4,2.6,together,illiterate,3,3,3.65,NA,NA,NA,49,ModeratelyFI,6,2.5,3.5,NA,NA,NA,7081.25,1416.25,5665,6396.692308,5665,5665,0,0,731.6923077,731.6923077,43.13983562,399.6417281,102349260,101970000,20394000,0,81576000,379260,0,81955260,0.797035562,0.003705547,13083.49423,0.5,0.5,NA,NA,0,6,3
3918,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,3,2,together,primary,1,1,0,NA,NA,NA,39,SeverelyFI,3,0.5,2.5,NA,NA,NA,2100,0,2100,2100,2100,2100,0,0,0,0,16.56986301,0,30240000,30240000,0,0,30240000,0,0,30240000,1,0,4768,0.5,0.5,NA,NA,0,3,0
3919,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,7,4.4,together,primary,6,6,6.45,NA,NA,NA,46,MildlyFI,5,1,4,NA,NA,NA,4665.308642,466.5308642,4198.777778,4202.162393,4175,4175,0,23.77777778,27.16239316,3.384615385,16.73364992,3.212951432,67185604.44,67180444.44,6718044.444,0,60120000,5160,342400,60467560,0.899930878,0.005173132,23136.38764,0.999478588,0.000521412,NA,NA,0,4,4
3920,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,1,1,together,illiterate,3,3,3.16,NA,NA,NA,55,SeverelyFI,1,1,0,NA,NA,NA,2235,0,2235,2235,2225,2225,0,10,10,0,35.27013699,0,32184000,32184000,0,0,32040000,0,144000,32184000,1,0.004474273,16187.53392,0.821588367,0.178411633,NA,NA,0,4,3
3921,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,4,2.8,together,secondary,3,3,1.92,NA,NA,NA,59,SeverelyFI,3,1,2,NA,NA,NA,0,0,0,3781.692308,0,3780,3780,0,1.692307692,1.692307692,22.5450411,56362.60274,57602580,0,0,57600000,0,2580,0,57602580,0,4.48E-05,13071.23077,0.5,0.5,NA,NA,0,7,2
3922,Cambodia,OuYaDav,Le,13.52,107.43,16,12.5,together,illiterate,13.5,13.5,3.7,NA,NA,NA,40,FoodSecure,1,1,0,NA,NA,NA,4020,0,4020,4030.153846,4020,4020,0,0,10.15384615,10.15384615,5.076469479,3.392876712,57903480,57888000,0,0,57888000,15480,0,57903480,0.999732659,0.000267341,7501.452949,0.5,0.5,NA,NA,0,2,3
3923,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,6,5.1,together,literate,3,3,5.08,NA,NA,NA,55,MildlyFI,5,0,5,NA,NA,NA,16330.15278,0,16330.15278,16564.52778,16050,16050,0,280.1527778,514.5277778,234.375,52.30039216,4425.866237,243392950,235154200,0,0,231120000,8238750,4034200,243392950,0.966150416,0.050424427,21266.34157,0.5,0.5,NA,NA,0,4,4
3924,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,5,3.6,together,primary,0,2.7,1.02,NA,NA,NA,51,SeverelyFI,4,1,3,NA,NA,NA,735,0,735,737.5384615,735,735,0,0,2.538461538,2.538461538,3.22309589,2.945205479,10587870,10584000,0,0,10584000,3870,0,10587870,0.999634487,0.000365513,1718.434622,0.500182756,0.499817244,NA,NA,0,5,2
3925,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,3,2.3,together,primary,0.9612,0.96,0,NA,NA,NA,46,SeverelyFI,5,0,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,3,0
3926,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,6,4.9,together,primary,0,0.3,0.04,NA,NA,NA,56,MildlyFI,5,0,5,NA,NA,NA,425014.5,0,425014.5,425014.5,425008.5,425008.5,0,6,6,0,1368.791457,0,6120208800,6120208800,0,0,6120122400,0,86400,6120208800,1,1.41E-05,965060.0159,0.5,0.5,NA,NA,0,1,1
3927,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,5,3.6,together,secondary,4.1,4,2.05,NA,NA,NA,45,ModeratelyFI,6,1,5,NA,NA,NA,105,0,105,106.6923077,105,105,0,0,1.692307692,1.692307692,0.461059361,1.96347032,1514580,1512000,0,0,1512000,2580,0,1514580,0.998296557,0.001703443,10912.06639,0.5,0.5,NA,NA,0,9,3
3928,Cambodia,OuYaDav,Le,13.52,107.43,7,5.1,together,primary,11.5,10.5,0,NA,NA,NA,35,SeverelyFI,NA,NA,NA,NA,NA,NA,6700,0,6700,6700,6700,6700,0,0,0,0,20.73166801,0,96480000,96480000,0,0,96480000,0,0,96480000,1,0,10012.8,0.5,0.5,NA,NA,0,5,0
3929,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,3,2.6,single,literate,3.1,2.5,2.42,NA,NA,NA,65,SeverelyFI,4,0.5,3.5,NA,NA,NA,1575,0,1575,2308.384615,1565,1565,0,10,743.3846154,733.3846154,9.951987355,981.1275026,23611090,22680000,0,0,22536000,931090,144000,23611090,0.960565565,0.045533264,9137.997739,0.413651574,0.586348426,NA,NA,0,8,3
3930,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,3.6,together,literate,1.515,1.5,0.31,NA,NA,NA,50,SeverelyFI,3,0.5,2.5,NA,NA,NA,2100,1050,1050,1050,1050,1050,0,0,0,0,9.205479452,0,30240000,30240000,15120000,0,15120000,0,0,15120000,0.5,0,3109.143378,1,0,NA,NA,0,4,2
3931,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,2.8,together,illiterate,1.003,1,0,NA,NA,NA,33,SeverelyFI,3,1,2,NA,NA,NA,925,0,925,925,925,925,0,0,0,0,5.213307241,0,13320000,13320000,0,0,13320000,0,0,13320000,1,0,1268.288,0.716216216,0.283783784,NA,NA,0,4,0
3932,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,2.6,single,illiterate,0,1,0,NA,NA,NA,53,SeverelyFI,3,0,3,NA,NA,NA,1260,252,1008,1008,1008,1008,0,0,0,0,7.647629083,0,18144000,18144000,3628800,0,14515200,0,0,14515200,0.8,0,2288.64,0,1,NA,NA,0,2,0
3933,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,4.75,together,illiterate,2.075,2,0,NA,NA,NA,30,SeverelyFI,2,0,2,NA,NA,NA,1775,0,1775,1775,1775,1775,0,0,0,0,5.89704398,0,25560000,25560000,0,0,25560000,0,0,25560000,1,0,1430.4,0.5,0.5,NA,NA,0,3,0
3934,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,6,5.1,together,illiterate,6.28,6,2.7,NA,NA,NA,56,FoodSecure,5,0.5,4.5,NA,NA,NA,4629.666667,0,4629.666667,4629.666667,4600,4600,0,29.66666667,29.66666667,0,14.32547945,0,66667200,66667200,0,0,66240000,0,427200,66667200,1,0.006407949,15165.97891,0.5,0.5,NA,NA,0,6,3
3935,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,3.85,together,secondary,2.565,2.5,2.77,NA,NA,NA,68,FoodSecure,6,1.5,4.5,NA,NA,NA,1575,0,1575,2354.413462,1575,1575,0,0,779.4134615,779.4134615,7.033140011,1443.373065,24708300,22680000,0,0,22680000,2028300,0,24708300,0.917910176,0.082089824,8168.339288,0.991748896,0.008251104,NA,NA,0,6,2
3936,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,7,6.6,together,illiterate,18.7,18.5,3.12,NA,NA,NA,47,SeverelyFI,7,0,7,NA,NA,NA,10937.5,0,10937.5,10937.5,10937.5,10937.5,0,0,0,0,26.15265986,1.823993358,157504394,157500000,0,0,157500000,4394,0,157504394,0.999972102,2.79E-05,43256.37491,0.5,0.5,NA,NA,0,5,3
3937,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,3.6,together,primary,2.6,2.5,0.32,NA,NA,NA,39,MildlyFI,7,0,7,NA,NA,NA,1306,0,1306,1308.538462,1300,1300,0,6,8.538461538,2.538461538,5.726109589,2.945205479,18810270,18806400,0,0,18720000,3870,86400,18810270,0.999794261,0.004798974,3104.114542,0.595699101,0.404300899,NA,NA,0,3,2
3938,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,5,3.9,together,secondary,1.6,1.5,0.04,NA,NA,NA,34,FoodSecure,7,0,7,NA,NA,NA,1042.65,0,1042.65,1050,1042.65,1050,7.35,0,0,0,4.250413769,78.67931156,15126160,15014160,0,112000,15014160,0,0,15126160,0.992595609,0,2483.269243,0.503702195,0.496297805,NA,NA,0,3,1
